fadni	x1 [member] is ordinary/common/typical/usual in property x2 (ka) among members of x3 (set).	- ordinary
fagri	x1 is a fire/flame in fuel x2 burning-in/reacting-with oxidizer x3 (default air/oxygen).	- fire
falnu	x1 is a sail for gathering propelling material x2 on vehicle/motor x3.	- sail
famti	x1 is an aunt/uncle of x2 by bond/tie x3; x1 is an associated member of x2's parent's generation.	- aunt or uncle
fancu	x1 is a function/single-valued mapping from domain x2 to range x3 defined by expression/rule x4.	- function; mathematical
fange	x1 is foreign/alien/[exotic]/unfamiliar to x2 in property x3 (ka).	- alien; foreign<br>- foreign; exotic
fanmo	x1 is an end/finish/termination of thing/process x2; [not necessarily implying completeness].	- end
fanri	x1 is a factory/foundry/industrial plant/mill producing x2 from materials x3.	- factory
fanta	x1 prevents/keeps/stops/restrains/constrains event x2 from occurring.	- prevent<br>- block; prevent from happening
fanva	x1 translates text/utterance x2 to language x3 from language x4 with translation result x5.	- translate
fanza	x1 (event) annoys/irritates/bothers/distracts x2.	- annoy
fapro	x1 opposes/balances/contends against opponent(s) x2 (person/force ind./mass) about x3 (abstract).	- oppose
farlu	x1 falls/drops to x2 from x3 in gravity well/frame of reference x4.	- fall
farna	x1 is the direction of x2 (object/event) from origin/in frame of reference x3.	- direction
farvi	x1 develops/evolves towards/into x2 from x3 through stages x4.	- develop; to change progressively
fasnu	x1 (event) is an event that happens/occurs/takes place; x1 is an incident/happening/occurrence.	- event
fatci	x1 (du'u) is a fact/reality/truth/actuality, in the absolute.	- actual; factual, not just apparent or even false<br>- fact
fatne	x1 [sequence] is in reverse order from x2 [sequence]; x1 (object) is inverted from x2 (object).	- reverse
fatri	x1 is distributed/allotted/allocated/shared among x2 with shares/portions x3; (x2/x3 fa'u).	- distribute
febvi	x1 boils/evaporates at temperature x2 and pressure x3.	- boil
femti	x1 is 10^{-15} of x2 in dimension/aspect x3 (default is units).	- 1E-15
fendi	x1 (agent) divides/partitions/separates x2 into sections/parts/ind. x3 by method/partition x4.	- divide
fengu	x1 is angry/mad at x2 for x3 (action/state/property).	- angry
fenki	x1 (action/event) is crazy/insane/mad/frantic/in a frenzy (one sense) by standard x2.	- crazy
fenra	x1 is a crack/fissure/pass/cleft/ravine/chasm/[defect/flaw] [shape/form] in x2.	- crack
fenso	x1 sews/stitches/sutures materials x2 (ind./set) together with tool(s) x3, using filament x4.	- sew
fepni	x1 is measured in kopeck/cent money-subunits as x2 [quantity], in monetary system x3.	- cent
fepri	x1 is a/the lung [body-part] of x2; [metaphor: breathing/respiratory apparatus/bellows].	- lung
ferti	x1 is fertile/conducive for supporting the growth/development of x2; x1 is fruitful/prolific.	- fertile
festi	x1(s) is/are waste product(s) [left to waste] by x2 (event/activity).	- waste
fetsi	x1 is a female/doe of species x2 evidencing feminine trait(s) x3 (ka); x1 is feminine.	- female
figre	x1 is a fig [fruit/tree] of species/strain x2.	- fig
filso	x1 reflects Palestinian culture/nationality in aspect x2.	- Palestinian
finpe	x1 is a fish of species x2 [metaphorical extension to sharks, non-fish aquatic vertebrates].	- fish; living being
finti	x1 invents/creates/composes/authors x2 for function/purpose x3 from existing elements/ideas x4.	- compose; invent<br>- invent
flalu	x1 is a law specifying x2 (state/event) for community x3 under conditions x4 by lawgiver(s) x5.	- law
flani	x1 is a flute/pipe/fife/recorder [flute-like/air-reed musical instrument].	- flute
flecu	x1 is a current/flow/river of/in x2 flowing in direction to/towards x3 from direction/source x4.	- flow
fliba	x1 fails at doing x2 (state/event); x1 is a failure at its role in x2.	- fail
flira	x1 is a/the face [head/body-part] of x2; (adjective:) x1 is facial.	- face
foldi	x1 is a field [shape/form] of material x2; x1 is a broad uniform expanse of x2.	- field
fonmo	x1 is a quantity of foam/froth/suds of material x2, with bubbles/vacuoles of material x3.	- foam
fonxa	x1 is a telephone transceiver/modem attached to system/network x2.	- telephone; device
forca	x1 is a fork/fork-type tool/utensil for purpose x2 with tines/prongs x3 on base/support x4.	- fork
fraso	x1 reflects French/Gallic culture/nationality/language in aspect x2.	- French
frati	x1 reacts/responds/answers with action x2 to stimulus x3 under conditions x4; x1 is responsive.	- react<br>- treat; handle, deal with or behave towards in a specific way
fraxu	x1 forgives x2 for event/state/activity x3.	- forgive
frica	x1 differs/is distinct from/contrasts with/is unlike x2 in property/dimension/quantity x3.	- differ
friko	x1 reflects African culture/nationality/geography in aspect x2.	- African
frili	x1 (action) is easy/simple/facile for x2 (agent) under conditions x3; x2 does x1 freely/easily.	- facile<br>- easy
frinu	x1 is a fraction, with numerator x2, denominator x3 (x2/x3).	- fraction
friti	x1 offers/proffers x2 [offering] to x3 with conditions x4.	- offer
frumu	x1 frowns/grimaces (facial expression).	- frown
fukpi	x1 is a copy/replica/duplicate/clone of x2 in form/medium x3 made by method x4 (event).	- copy
fulta	x1 (passive) floats on/in fluid (gas/liquid) x2; x1 is buoyant.	- float
funca	x1 (event/property) is determined by the luck/fortune of x2; (note mabla/zabna not implied).	- luck
fusra	x1 rots/decays/ferments with decay/fermentation agent x2; x1 is rotten/decayed/fermented.	- rotten
fuzme	x1 is responsible/accountable for x2 (action/resulting state) to judge/authority x3.	- responsible
gacri	x1 is a cover/[lid/top] for covering/concealing/sheltering x2.	- cover; object
gadri	x1 is an article/descriptor labelling description x2 (text) in language x3 with semantics x4.	- article
galfi	x1 (event) modifies/alters/changes/transforms/converts x2 into x3.	- modify
galtu	x1 is high/up/upward in frame of reference x2 as compared with baseline/standard height x3.	- high
galxe	x1 is a/the throat/gullet [body-part] of x2; [metaphor: narrow(ing) opening of a deep hole].	- throat
ganlo	x1 (portal/passage/entrance-way) is closed/shut/not open, preventing passage/access to x2 by x3 (something being blocked).	- closed
ganra	x1 is broad/wide in dimension x2 [2nd most significant dimension] by standard x3.	- broad<br>- wide; having a large physical extent from side to side
ganse	x1 [observer] senses/detects/notices stimulus x2 (object/nu) by means x3 under conditions x4.	- sense<br>- feel; become aware of through the skin<br>- perceive; to detect something, not limited to vision
ganti	x1 is a/the testes/ovary/testicle/scrotum/balls/gonad/stamen/pistil [body-part] of x2, gender x3.	- gonad
ganxo	x1 is a/the anus/anal orifice/asshole/arsehole [body-part] of x2; [metaphor: exit, waste exit].	- anus<br>- asshole; anus
ganzu	x1 organizes x2 [relative chaos] into x3 [ordered/organized result] by system/principle(s) x4.	- arrange; organize<br>- organize
gapci	x1 is gaseous/fumes/a gas/vapor of material/composition including x2, under conditions x3.	- gas
gapru	x1 is directly/vertically above/upwards-from x2 in gravity/frame of reference x3.	- above
garna	x1 is a rail/railing/bar [tool] supporting/restraining x2, of material x3.	- rail; tool<br>- railing; tool<br>- bar; tool
gasnu	x1 [person/agent] is an agentive cause of event x2; x1 does/brings about x2.	- do; bring about<br>- bring about
gasta	x1 is a quantity of/is made of/contains steel of composition including x2.	- steel
genja	x1 is a root [body-part] of plant/species x2; [metaphor: immobile, supporting, nourishing].	- root; plant appendage
gento	x1 reflects Argentinian culture/nationality in aspect x2.	- Argentinian
genxu	x1 is a hook/crook [shape/form] of material x2.	- hook
gerku	x1 is a dog/canine/[bitch] of species/breed x2.	- dog; animal<br>- canine; animal<br>- bitch; female dog
gerna	x1 is the grammar/rules/defining form of language x2 for structure/text x3.	- grammar
gidva	x1 (person/object/event) guides/conducts/pilots/leads x2 (active participants) in/at x3 (event).	- lead; guide<br>- guide<br>- conduct; guide
gigdo	x1 is a billion [British milliard] [10^9] of x2 in dimension/aspect x3 (default is units).	- 1E9
ginka	x1 is a camp/encampment/temporary residence of x2 at location x3.	- camp
girzu	x1 is group/cluster/team showing common property (ka) x2 due to set x3 linked by relations x4.	- group
gismu	x1 is a (Lojban) root word expressing relation x2 among argument roles x3, with affix(es) x4.	- root word
glare	x1 is hot/[warm] by standard x2.	- hot
gleki	x1 is happy/merry/glad/gleeful about x2 (event/state).	- happy
gletu	x1 copulates/fucks/mates/has coitus/sexual intercourse with x2.	- fuck; copulate<br>- have sex with<br>- copulate<br>- have sexual intercourse with
glico	x1 is English/pertains to English-speaking culture in aspect x2.	- English; culture
gluta	x1 is a mitten/glove [hand and lower arm garment] of material x2.	- glove
gocti	x1 is 10^{-24} of x2 in dimension/aspect x3 (default is units).	- 1E-24
gotro	x1 is 10^{24} of x2 in dimension/aspect x3 (default is units).	- 1E24
gradu	x1 [magnitude] is a unit/degree of/on scale/reference standard x2 (si'o) measuring property x3.	- degree; unit<br>- unit
grake	x1 is x2 gram(s) [metric unit] in mass (default is 1) by standard x3.	- gram
grana	x1 is a rod/pole/staff/stick/cane [shape/form] of material x2.	- rod; shape/form<br>- cane; shape/form<br>- stick; shape/form<br>- staff; shape/form<br>- pole; shape/form
grasu	x1 is a quantity of/is made of/contains grease/fat/oil from source x2.	- fat; grease<br>- grease
greku	x1 is a frame/structure/skeleton/outline supporting/load-bearing/determining the form of x2.	- frame; structural basis
grusi	x1 is gray [color adjective].	- gray
grute	x1 is a fruit [body-part] of species x2.	- fruit
gubni	x1 is public/un-hidden/open/jointly available to/owned by all among community x2 (mass).	- public
gugde	x1 is the country of peoples x2 with land/territory x3; (people/territory relationship).	- country
gundi	x1 is industry/industrial/systematic manufacturing activity producing x2 by process/means x3.	- industry
gunka	x1 [person] labors/works on/at x2 [activity] with goal/objective x3.	- work
gunma	x1 is a mass/team/aggregate/whole, together composed of components x2, considered jointly.	- mass; aggregate<br>- jointly; partially specified
gunro	x1 rolls/trundles on/against surface x2 rotating on axis/axle x3; x1 is a roller.	- roll; of an object
gunse	x1 is a goose/[gander] of species/breed x2.	- goose
gunta	x1 (person/mass) attacks/invades/commits aggression upon victim x2 with goal/objective x3.	- attack
gurni	x1 is grain/[British: corn]/cereal from plant/species x2.	- grain
guska	x1 blade/scraper/erosive scrapes/erodes/abrades x2 from x3.	- scrape
gusni	x1 [energy] is light/illumination illuminating x2 from light source x3.	- light; illumination<br>- illumine
gusta	x1 is a restaurant/cafe/diner serving type-of-food x2 to audience x3.	- restaurant
gutci	x1 is x2 (default 1) short local distance unit(s) [non-metric], standard x3, x4 subunits.	- cubit
gutra	x1 is a/the womb/uterus [body-part] of x2; [metaphor: nourishing, protective, giving birth].	- womb
guzme	x1 is a melon/squash [fruit/plant] of species/strain x2.	- melon
jabre	x1 brakes/causes to slow motion/activity x2 with device/mechanism/principle x3.	- brake
jadni	x1 (object) adorns/decorates x2; x1 is an adornment/decoration of x2; x2 is fancy/decorated.	- adorn<br>- ornament
jakne	x1 is a rocket [vehicle] propelled by jet expelling x2 carrying payload x3.	- rocket
jalge	x1 (action/event/state) is a result/outcome/conclusion of antecedent x2 (event/state/process).	- result
jalna	x1 is a quantity of/contains/is made of starch from source x2 of composition including x3.	- starch
jalra	x1 is a cockroach/orthopteran/termite of order/species/breed x2.	- termite<br>- cockroach
jamfu	x1 is a/the foot [body-part] of x2; [metaphor: lowest portion] (adjective:) x1 is pedal.	- foot
jamna	x1 (person/mass) wars against x2 over territory/matter x3; x1 is at war with x2.	- war
janbe	x1 is a bell/chime/[tuning fork] [tuned percussion instrument] producing sound/note x2.	- bell
janco	x1 is a/the shoulder/hip/joint [body-part] attaching limb/extremity x2 to body x3.	- shoulder
janli	x1 collides with/crashes/bumps/runs into x2.	- collide
jansu	x1 is a diplomat/consul representing polity x2 in/at negotiation x3 for function/purpose x4.	- diplomat
janta	x1 is an account/bill/invoice for goods/services x2, billed to x3 by x4.	- account<br>- bill; invoice
jarbu	x1 is a suburban area of city/metropolis x2.	- suburb
jarco	x1 (agent) shows/exhibits/displays/[reveals]/demonstrates x2 (property) to audience x3.	- show; someone something
jarki	x1 is narrow in dimension x2 [2nd most significant dimension] by standard x3.	- narrow
jaspu	x1 is a passport issued to x2 (person) by authority x3 allowing x4 (activity).	- passport<br>- account; registry to a service<br>- permit; artifact or document rendering something allowed or legal
jatna	x1 is captain/commander/leader/in-charge/boss of vehicle/domain x2.	- captain
javni	x1 is a rule prescribing/mandating/requiring x2 (event/state) within system/community x3.	- term; regulation<br>- rule
jbama	x1 is a bomb/explosive device with explosive material/principle x2.	- bomb
jbari	x1 is a berry (fruit/plant) of plant/species x2.	- berry
jbena	x1 is born to x2 at time x3 [birthday] and place x4 [birthplace]; x1 is native to (fo) x4.	- born
jbera	x1 (agent) borrows/temporarily takes/assumes x2 (object) from source x3 for interval x4.	- borrow
jbini	x1 is between/among set of points/bounds/limits x2 (set)/amidst mass x2 in property x3 (ka).	- between
jdari	x1 is firm/hard/resistant/unyielding to force x2 under conditions x3.	- hard; resistant to pressure<br>- firm
jdice	x1 (person) decides/makes decision x2 (du'u) about matter x3 (event/state).	- decide
jdika	x1 (experiencer) decreases/contracts/is reduced/diminished in property/quantity x2 by amount x3.	- decrease
jdima	x1 [amount] is the price of x2 to purchaser/consumer x3 set by vendor x4.	- cost; amount of money<br>- price; sum of money
jdini	x1 is money/currency issued by x2; (adjective:) x1 is financial/monetary/pecuniary/fiscal.	- money
jduli	x1 is a quantity of jelly/semisolid [texture] of material/composition including x2.	- jelly
jecta	x1 is a polity/state governing territory/domain x2; [government/territory relationship].	- polity
jeftu	x1 is x2 weeks in duration (default is 1 week) by standard x3.	- week
jegvo	x1 pertains to the common Judeo-Christian-Moslem (Abrahamic) culture/religion/nationality in aspect x2.	undefined
jelca	x1 burns/[ignites/is flammable/inflammable] at temperature x2 in atmosphere x3.	- burn
jemna	x1 is a gem/polished stone/pearl of type x2 from gemstone/material/source x3.	- gem
jenca	x1 (event) shocks/stuns x2.	- shock
jendu	x1 is an axle/spindle [tool] on which x2 rotates, of material/properties x3.	- axle
jenmi	x1 (mass) is an army serving group/community x2 (mass) in function x3 (activity).	- army
jerna	x1 (agent/person) earns/[deserves/merits] wages/salary/pay x2 for work/service x3 (activity).	- earn<br>- merit; deserve<br>- deserve; merit
jersi	x1 chases/pursues/(physically) follows after x2; volition is not implied for x1 or x2.	- follow; go/come after in physical space<br>- chase
jerxo	x1 reflects Algerian culture/nationality in aspect x2.	- Algerian
jesni	x1 is a needle [pointed shape/form, not tool] of material x2.	- needle; shape
jetce	x1 is a jet [expelled stream] of material x2 expelled from x3.	- jet
jetnu	x1 (du'u) is true/truth by standard/epistemology/metaphysics x2.	- true<br>- truth
jgalu	x1 is a/the claw/nail/talon [body-part] of x2; [metaphor: pointed, penetrating, physical weapon].	- claw
jganu	x1 is an angle [2-dimensional shape/form] from vertex x2 subtended by lateral [segment] x3.	- angle
jgari	x1 grasps/holds/clutches/seizes/grips/[hugs] x2 with x3 (part of x1) at locus x4 (part of x2).	- hold; grasp<br>- grasp
jgena	x1 is a knot/tangle in/between x2 (object/jo'u-objects).	- knot
jgina	x1 is a gene of creature [or locus on creature] x2 determining trait/process x3.	- gene
jgira	x1 (person) feels/has pride in/about x2 (abstraction).	- pride
jgita	x1 is guitar/violin/fiddle/harp [stringed musical instrument] with actuator/plectrum/bow x2.	- guitar
jibni	x1 is near/close to/approximates x2 in property/quantity x3 (ka/ni).	- near
jibri	x1 is a job/occupation/employment/vocation (a type of work regularly done for pay) of person x2.	- job
jicla	x1 (object, or event: force) stirs/mixes/[roils/agitates] fluid (gas/liquid) x2.	- stir
jicmu	x1 is a basis/foundation/underlying or fundamental principle of x2; x1 is at the bottom of x2.	- basic; foundational<br>- principle; basis<br>- basis
jijnu	x1 (person) intuits x2 (du'u) about subject x3; [epistemology].	- intuit
jikca	x1 interacts/behaves socially with x2; x1 socializes with/is sociable towards x2.	- social; being extroverted/outgoing<br>- socialize
jikru	x1 is made of/contains/is a quantity of liquor/spirits distilled from x2.	- liquor
jilka	x1 is a quantity of/contains/is made of alkali/base of composition including x2.	- alkali
jilra	x1 (person) is jealous of/envies x2 (person) about/for x3 (property - ka).	- jealous
jimca	x1 is a branch/bough/limb of x2; x2 forks into branches x1; [preferred over metaphorical birka].	- branch
jimpe	x1 understands/comprehends fact/truth x2 (du'u) about subject x3; x1 understands (fi) x3.	- understand
jimte	x1 is a limit/extreme/bound/border/[confinement] of x2 in property/domain x3.	- limit
jinci	x1 is a pair of shears/scissors for cutting x2.	- shears
jinga	x1 (person/team) wins/gains prize x2 from/over x3 [competitors/losers] in competition x4.	- win
jinku	x1 is a vaccine/immune-system stimulant protecting x2 against disease x3 introduced by method x4.	- vaccine
jinme	x1 is a quantity of/contains/is made of made of metal of composition including x2.	- metal
jinru	x1 (object/person) is immersed/submerged/bathes in liquid x2.	- submerged<br>- immersed
jinsa	x1 (object) is clean/pure of material/contaminant/dirt x2 by standard x3.	- clean
jinto	x1 is a well/spring of fluid x2 at location x3.	- well; source of water or other fluid
jinvi	x1 thinks/opines x2 [opinion] (du'u) is true about subject/issue x3 on grounds x4.	- opine
jinzi	x1 (property - ka) is an innate/inherent/intrinsic/natural property/quality/aspect of x2.	- innate<br>- proper; intrinsic
jipci	x1 is a chicken/[hen/cock/rooster]/small fowl [a type of bird] of species/breed x2.	- chicken
jipno	x1 is a tip/point/vertex/extremity/end [0-dimension shape/form] on object x2 at locus x3.	- tip
jirna	x1 is a/the horn [body-part] of x2; [metaphor: pointed extremity].	- horn; body part
jisra	x1 is made of/contains/is a quantity of juice/nectar from-source/of-type x2.	- juice
jitfa	x1 (du'u) is false/is an untruth by standard/epistemology/metaphysics x2.	- false
jitro	x1 has control over/harnesses/manages/directs/conducts x2 in x3 (activity/event/performance).	- control
jivbu	x1 weaves x2 from material/[yarn] x3.	- weave
jivna	x1 competes/vies with opponent x2 in contest/competition x3 (event) for gain x4; x1 rivals x2.	- compete
jmaji	x1 (mass/jo'u) gathers/collects at location x2 from locations x3 (mass/jo'u).	- gather
jmifa	x1 is a shoal [shallow hazard]/reef of material x2 in body of water x3.	- reef<br>- shoal
jmina	x1 adds/combines x2 to/with x3, with result x4; x1 augments x2 by amount x3.	- add
jmive	x1 lives/is alive by standard x2; x1 is an organism/living thing.	- live; being capable of vital functions
jordo	x1 reflects Jordanian culture/nationality in aspect x2.	- Jordanian
jorne	x1 is joined to/connects to/is united with x2 at common locus x3; x1 and x2 are a union.	- joined
jubme	x1 is a table/flat solid upper surface of material x2, supported by legs/base/pedestal x3.	- table
judri	x1 is an address of/are coordinates of x2 in system x3.	- address; broadest sense
jufra	x1 (text) is a sentence/statement about x2 [topic/subject/predicate/focus] in language x3.	- sentence; statement
jukni	x1 is a spider/arachnid/crustacean/crab/lobster/non-insect arthropod of species/breed x2.	undefined
jukpa	x1 cooks/prepares food-for-eating x2 by recipe/method x3 (process).	- cook
julne	x1 is a net/filter allowing passage of x2, prohibiting passage of x3, netting properties x4.	- net<br>- block; prevent from passing
jundi	x1 is attentive towards/attends/tends/pays attention to object/affair x2.	- mind; pay attention to<br>- attentive<br>- follow; keep track of some event/person<br>- attend; pay attention to
jungo	x1 reflects Chinese [Mandarin, Cantonese, Wu, etc.] culture/nationality/language in aspect x2.	- Chinese
junla	x1 is clock/watch/timer measuring time units x2 to precision x3 with timing mechanism/method x4.	- clock
junri	x1 (person) is serious/earnest/has gravity about x2 (event/state/activity).	- serious
junta	x1 is the weight of object x2 in [gravitational or other force] field x3.	- weight; any units
jurme	x1 is a bacterium/germ/microbe/protozoan/amoeba [1-celled life] of species/defining property x2.	- germ<br>- microbe<br>- bacterium<br>- bacteria<br>- microorganism
jursa	x1 (event/action/state) is severe/harsh to x2 [victim/experiencer].	- severe
jutsi	x1 is a species of genus x2, family x3, etc.; [open-ended tree-structure categorization].	- species
juxre	x1 (action) is clumsy/awkward by standard x2.	- clumsy
jvinu	x1 is the view/scene/panorama/sight/prospect of x2 (object/location) from point-of-view x3.	- view; sight<br>- scene; landscape<br>- sight; view
kabri	x1 is a cup/glass/tumbler/mug/vessel/[bowl] containing contents x2, and of material x3.	- cup
kacma	x1 is a camera/photographic equipment recording illumination type x2 images to medium x3.	- camera
kadno	x1 reflects Canadian culture/nationality in aspect x2.	- Canadian
kafke	x1 coughs/farts/burps up/out x2 [predominantly gaseous] from orifice x3.	- cough
kagni	x1 is a company/corporation/firm/partnership chartered by authority x2 for purpose x3.	- company
kajde	x1 (event/experience) warns/cautions x2 (person) of/about danger x3 (event/state/property).	- warn
kajna	x1 is a shelf/counter/bar in/on/attached to supporting object x2, for purpose x3.	- shelf
kakne	x1 is able to do/be/capable of doing/being x2 (event/state) under conditions x3 (event/state).	- able
kakpa	x1 (agent) digs x2 [material] up/out of x3 [source/hole] with limbs/tool(s) x4.	- dig
kalci	x1 is a/the feces/excrement/dung/shit of x2 (animal/person); (adjective:) x1 is fecal (matter).	- feces
kalri	x1 (portal/passage/entrance-way) is open/ajar/not shut permitting passage/access to x2 by x3.	- open; ajar
kalsa	x1 is chaotic/disordered in property/aspect x2 (ka).	- chaotic
kalte	x1 hunts/stalks prey/quarry/game x2 for purpose x3.	- hunt
kamju	x1 is a column/pillar of material x2.	- column; pillar
kamni	x1 (mass) is a committee with task/purpose x2 of body x3.	- committee
kampu	x1 (property - ka) is common/general/universal among members of set x2 (complete set).	- common; universal<br>- universal; among<br>- general; universal
kanba	x1 is a goat/angora/[billy-goat/kid] of species/breed x2.	- goat
kancu	x1 (agent) counts the number in set x2 to be x3 [number/count] counting [off] by units x4.	- count
kandi	x1 is dim/dull/pale/non-intense in property x2 (ka) as received/measured by observer x3.	- dim
kanji	x1 calculates/reckons/computes x2 [value (ni)/state] from data x3 by process x4.	- calculate
kanla	x1 is a/the eye [body-part] of x2; [metaphor: sensory apparatus]; (adjective:) x1 is ocular.	- eye
kanro	x1 is healthy/fit/well/in good health by standard x2.	- healthy<br>- well; in good health
kansa	x1 is with/accompanies/is a companion of x2, in state/condition/enterprise x3 (event/state).	- with
kantu	x1 is a quantum/ray/elementary particle/smallest measurable increment of property/activity x2.	- quantum
kanxe	x1 is a conjunction, stating that x2 (du'u) and x3 (du'u) are both true.	- conjunction
karbi	x1 [observer] compares x2 with x3 in property x4 (ka), determining comparison x5 (state).	- compare
karce	x1 is a car/automobile/truck/van [a wheeled motor vehicle] for carrying x2, propelled by x3	- automobile<br>- car
karda	x1 is a card [small nearly-2-dimensional shape/form] of material x2, shape x3.	- card
kargu	x1 (object/commodity/property/event) is costly/expensive/dear to x2 by standard x3.	- costly
karli	x1 is a collar/ring/belt/band around/surrounding x2 made of material x3.	- collar
karni	x1 is a journal/periodical/magazine/[newspaper] with content x2 published by x3 for audience x4.	- journal<br>- press; media
katna	x1 (tool/blade/force) cuts [through]/splits/divides x2 (object) into pieces x3.	- cut
kavbu	x1 captures/catches/apprehends/seizes/nabs x2 with trap/restraint x3.	- capture<br>- catch; seize an object
kecti	x1 (person) pities/feels sorry for x2 (person) about x3 (abstraction).	- pity
kelci	x1 [agent] plays with plaything/toy x2.	- play; with a toy or object
kelvo	x1 is x2 degree(s) Kelvin [metric unit] in temperature (default is 1) by standard x3.	- kelvin
kenra	x1 is a cancer [malignant disease] in x2.	- cancer
kensa	x1 is outer space near/associated with celestial body/region x2.	- space; area beyond atmosphere of planets<br>- outer space
kerfa	x1 is a/the hair/fur [body-part] of x2 at body location x3.	- hair
kerlo	x1 is a/the ear [body-part] of x2; [metaphor: sensory apparatus, information gathering].	- ear
ketco	x1 reflects South American culture/nationality/geography in aspect x2.	- South American
kevna	x1 is a cavity/hole/hollow/cavern in x2; x1 is concave within x2; x2 is hollow at locus x1.	- cavity<br>- hole; cavity
kicne	x1 cushions x2 with material x3; x1 is a cushion/pillow/pad [for x2] of padding material x3.	- cushion
kijno	x1 is a quantity of/contains/is made of oxygen (O); [metaphor: supporting life/combustion].	- oxygen
kilto	x1 is a thousand [1000; 10^3] of x2 in dimension/aspect x3 (default is units).	- 1000
kinli	x1 is sharp/keen at locus x2.	- sharp
kisto	x1 reflects Pakistani/Pashto culture/nationality/language in aspect x2.	- Pakistani
klaji	x1 is a street/avenue/lane/drive/cul-de-sac/way/alley/[road] at x2 accessing x3.	- street
klaku	x1 weeps/cries tears x2 about/for reason x3 (event/state).	- cry; weep<br>- weep
klama	x1 comes/goes to destination x2 from origin x3 via route x4 using means/vehicle x5.	- come
klani	x1 is a quantity quantified/measured/enumerated by x2 (quantifier) on scale x3 (si'o).	- level; degree or amount<br>- amount; a total of things<br>- quantity
klesi	x1 (mass/si'o) is a class/category/subgroup/subset within x2 with defining property x3 (ka).	- type; class<br>- subset; class<br>- subgroup; class<br>- class<br>- category; class
klina	x1 (object/medium) is clear/transparent/without obstacle to in-the-clear x2 [transmission].	- direct; straight/constant without interruption<br>- clear
kliru	x1 is a quantity of/contains/is made of halogen of type x2 [chlorine, fluorine, iodine, etc.].	- chlorine
kliti	x1 is a quantity of/contains/is made of clay [moist, clammy dirt] of composition including x2.	- clay
klupe	x1 is a screw [fastener] for purpose x2, threads [pitch, material] x3, frame [size, material] x4.	- screw
kluza	x1 (obj.) is loose/bloused/not tight on x2 (obj.) at locus x3.	- loose
kobli	x1 is a quantity of cabbage/lettuce/leafy vegetable of species/strain x2.	- cabbage
kojna	x1 is a corner/point/at-least-3-dimensional [solid] angle [shape/form] in/on x2, of material x3.	- corner
kolme	x1 is a quantity of/contains/is made of coal/peat/anthracite/bitumen from source x2.	- coal
komcu	x1 is a comb [many-needled shape] of material x2 with tines/needles x3.	- comb
konju	x1 is a cone [shape/form] of material x2 with vertex x3.	- cone
korbi	x1 is an edge/margin/border/curb/boundary of x2 next-to/bordering-on x3.	- edge
korcu	(adjective:) x1 is bent/crooked/not straight or direct/[twisted]/folded.	- crooked; bent<br>- bent; not straight
korka	x1 is a quantity of/contains/is made of cork/bark from tree/species x2; [material].	- cork
kosta	x1 is a coat/jacket/sweater/cloak/[cape/shawl/pullover] [extra outer garment] of material x2.	- jacket; garment worn on the upper body outside a shirt/blouse<br>- coat
kramu	x1 is x2 local area unit(s) [non-metric] (default 1) by standard x3, x4 subunits.	- acre
krasi	x1 (site/event) is a source/start/beginning/origin of x2 (object/event/process).	- source<br>- origin; source
krati	x1 represents/is an agent/proxy/stands-in for [absent] x2 in matter(s)/function(s) x3.	- represent
krefu	x1 (event) is the x3'rd recurrence/repetition of x2 (abstract); x2 happens again in [form] x1.	- recur
krici	x1 believes [regardless of evidence/proof] belief/creed x2 (du'u) is true/assumed about subject x3.	- believe<br>- faith; to have faith
krili	x1 is a quantity of/contains/is made of crystal of composition x2 in form/arrangement x3.	- crystal
krinu	x1 (event/state) is a reason/justification/explanation for/causing/permitting x2 (event/state).	- reason
krixa	x1 cries out/yells/howls sound x2; x1 is a crier.	- cry out
kruca	x1 intersects/crosses/traverses x2 at locus x3.	- cross; intersect<br>- intersect
kruji	x1 is made of/contains/is a quantity of cream/emulsion/puree [consistency] of composition x2.	- cream
kruvi	x1 is a curve/turn/bend in x2, at locus x3, and defined by set of points/properties x4.	- curve
kubli	x1 is a cube/regular polyhedron/polygon of dimensions x2 (def. 3), surfaces/sides x3 (def. 6).	- cube
kucli	x1 is curious/wonders about/is interested in/[inquisitive about] x2 (object/abstract).	- curious
kufra	x1 feels comfort/is comfortable with conditions/environmental property(ies) x2.	- comfort
kukte	x1 is delicious/tasty/delightful to observer/sense x2 [person, or sensory activity].	- delicious
kulnu	x1 [mass of ideas, customs, skills, arts] is culture of nation/ethos x2 (mass); x1 is ethnic.	- culture
kumfa	x1 is a room of/in structure x2 surrounded by partitions/walls/ceiling/floor x3 (mass/jo'u).	- room
kumte	x1 is a camel/llama/alpaca/vicuna/dromedary of species/breed x2.	- camel
kunra	x1 is/contains/is made from a mineral/ore of type/metal x2 mined from location/lode/mine x3.	- mineral
kunti	x1 [container] is empty/vacant of x2 [material]; x1 is hollow.	- vacant; empty<br>- empty
kurfa	x1 is a right-angled shape/form defined by set of vertices x2, dimensions x3 (default 2).	- square; four sided shape
kurji	x1 takes-care-of/looks after/attends to/provides for/is caretaker for x2 (object/event/person).	- take care of
kurki	x1 is bitter/acrid/sharply disagreeable to observer/sense x2.	- bitter
